as_of,future_observations,last_modelled_week,raw_phase,official_phase,phase_status,activity_level,activity_momentum,negative_level_domains,negative_momentum_domains,positive_momentum_domains,confirming_domains,concentration,dominant_domain,labor_stress_level,labor_stress_momentum,recession_alert,recession_alert_character,evidence_quality_high,phase_separation,confirmation_pending,filtered_winner,contraction_evidence,alert_evidence,slowdown_evidence,information_lag_weeks,weeks_since_any_new_observation,fresh_coincident_domains,stale_domains,carried_forward_domains,withheld,raw_recovery,filtered_recovery,raw_expansion,filtered_expansion,raw_slowdown,filtered_slowdown,raw_contraction,filtered_contraction,age_production,arrived_production,age_employment,arrived_employment,age_real_income,arrived_real_income,age_consumption,arrived_consumption,age_labor_stress,arrived_labor_stress,latest_observation_PAYEMS,latest_observation_W875RX1,latest_observation_INDPRO,latest_observation_CMRMTSPL,latest_observation_RRSFS,latest_observation_ICSA,latest_observation_CCSA,gate
2020-01-24,0,2020-01-24,slowdown,contraction,official,-0.35490585278478165,-0.6611490118150316,0,2,1,2,0.7170300003097344,labor_stress,-2.3484724221174376,-1.2710856080239323,high,broad_and_confirmed,False,0.01786085754982092,1,slowdown,0.854755075394836,0.8346394004247966,0.8823529411764706,0,0,4,,4,0,0.18116830305811155,0.08600513087786174,0.10933786997826302,0.023854937168400002,0.490702772350249,0.45400039475177956,0.21879105461337645,0.43613953720195864,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2019-12-01,2019-11-01,2019-12-01,2019-10-01,2019-12-01,2020-01-18,2020-01-11,persist17w
2020-01-31,0,2020-01-31,slowdown,slowdown,official,-0.40479446634039074,-0.6179548154031232,0,1,1,1,0.7786714095173186,labor_stress,-2.5335531715401785,-2.084441006954037,high,severe_but_concentrated,False,0.86138111136097,0,slowdown,0.0,0.8271223623837689,0.9411764705882353,0,0,4,,4,0,0.25263739762966714,0.033585331536547226,0.14067374086399062,0.05251665062807877,0.6066879214602114,0.9138977619890487,9.400461307150406e-07,2.558463252825524e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2019-12-01,2019-12-01,2019-12-01,2019-11-01,2019-12-01,2020-01-25,2020-01-18,persist17w
2020-02-07,0,2020-02-07,expansion,slowdown,official,-0.32737944260023893,-0.07326795526541097,0,1,1,1,0.7530626884237533,labor_stress,-2.1222537744380827,0.6806692017985545,none,absent,False,0.37580848590340077,0,slowdown,0.0,0.19587448753123282,0.0,0,0,4,,4,0,0.25903589490516155,0.054146731104587065,0.48192724633518436,0.28502217025162147,0.25903589490516155,0.6608306561550222,9.638544926703684e-07,4.424887691050206e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2020-01-01,2019-12-01,2019-12-01,2019-11-01,2019-12-01,2020-02-01,2020-01-25,persist17w
2020-02-14,0,2020-02-14,slowdown,slowdown,official,-0.3821223302086939,-0.4103857555692546,0,1,0,1,0.7011374876583605,labor_stress,-2.0410614466809025,1.6586430750326888,watch,preliminary,False,0.8519389986608523,0,slowdown,0.0,0.5562019358213652,1.0,0,0,4,,4,0,0.23999568894836085,0.022905402110137325,0.1864366105277409,0.06257766441852694,0.5735667405411424,0.9145166630793793,9.599827557934434e-07,2.703919564251799e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2020-01-01,2019-12-01,2020-01-01,2019-11-01,2020-01-01,2020-02-08,2020-02-01,persist17w
2020-02-21,0,2020-02-21,expansion,slowdown,official,-0.30944963504452616,0.009082578207095172,0,1,0,1,0.6584568823140433,labor_stress,-1.6786710134350007,3.938105137705561,none,absent,False,0.36562068554569116,0,slowdown,0.0,0.146252410474472,0.0,0,0,4,,4,0,0.24539853212414026,0.04431388715609572,0.4907970642482805,0.29503249475847226,0.26380342203345075,0.6606531803041634,9.81594128496561e-07,4.377812687297795e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2020-01-01,2019-12-01,2020-01-01,2019-11-01,2020-01-01,2020-02-15,2020-02-08,persist17w
2020-02-28,0,2020-02-28,expansion,contraction,official,-0.41150079821461805,-0.29149079260888716,0,3,0,3,0.6607187397116664,labor_stress,-1.8970589079923792,4.975442018260256,watch,preliminary,False,0.05490681881563497,2,slowdown,0.6566703960015458,0.4312055445377468,0.0,0,0,4,,4,0,0.23668616645096666,0.13625167241191377,0.4733723329019333,0.4044205884892195,0.2899405539024342,0.4593274073048545,9.467446658038666e-07,3.3179401220038833e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2020-01-01,2020-01-01,2020-01-01,2019-12-01,2020-01-01,2020-02-22,2020-02-15,persist17w
2020-03-06,0,2020-03-06,expansion,slowdown,official,-0.4760276269660886,-0.39493947766730625,0,3,1,3,0.6897529452675393,labor_stress,-2.263920224318558,2.2921676385657936,watch,preliminary,False,0.09821136046561446,1,expansion,0.7775715878512182,0.5973221719385864,0.058823529411764705,0,0,4,,4,0,0.2492388049298719,0.13276499175514533,0.38443335000577356,0.4736115037462731,0.3005934496772938,0.3754001432806586,0.06573439538706068,0.01822336121792305,7.0,0,3.0,0,5.0,0,7.0,0,0.0,1,2020-02-01,2020-01-01,2020-01-01,2019-12-01,2020-01-01,2020-02-29,2020-02-22,persist17w
2020-03-13,0,2020-03-13,contraction,slowdown,official,-0.5259807101712378,-0.8757793201345512,0,3,1,3,0.7115815754188464,labor_stress,-2.51460869593784,-0.12228363120191171,high,broad_and_confirmed,False,0.24178222954883383,0,slowdown,0.9950735786117985,0.9950735786117985,0.058823529411764705,0,0,4,,4,0,0.07477754865557548,0.07680529458128625,0.024447054299623513,0.06367969613718528,0.2823966172033129,0.5506486194151812,0.618378779841488,0.30886638986634735,8.0,0,4.0,0,6.0,0,8.0,0,0.0,1,2020-02-01,2020-01-01,2020-01-01,2019-12-01,2020-01-01,2020-03-07,2020-02-29,persist17w
2020-03-20,0,2020-03-20,contraction,slowdown,official,-0.8140557135550811,-1.3750934812296343,1,3,1,3,0.7920597902047334,labor_stress,-4.584000828277443,-6.141602547839368,high,broad_and_confirmed,False,0.6065267523066232,1,contraction,1.0,1.0,0.17647058823529413,0,0,4,,4,0,0.023402029501104645,0.0069520489677601565,0.0043150161481406695,0.0012087769126581907,0.17914803956863645,0.19265621090647925,0.7931349147821183,0.7991829632131024,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2020-02-01,2020-01-01,2020-02-01,2019-12-01,2020-02-01,2020-03-14,2020-03-07,persist17w
2020-03-27,0,2020-03-27,contraction,slowdown,official,-0.7408580411935687,-0.9268497611861217,0,2,2,2,0.9729878927353545,labor_stress,-43.51774346959013,-113.2103303100523,high,broad_and_confirmed,False,0.6323269018317995,2,contraction,1.0,1.0,0.17647058823529413,0,0,4,,4,0,0.07686701341010874,0.028456692162308637,0.015324242908563504,0.003910607125083691,0.18940908917547505,0.16765289944040407,0.7183996545058527,0.7999798012722036,5.0,0,6.0,0,3.0,0,5.0,0,0.0,1,2020-02-01,2020-02-01,2020-02-01,2020-01-01,2020-02-01,2020-03-21,2020-03-14,persist17w
2020-04-03,0,2020-04-03,contraction,contraction,official,-0.8063514969138813,-1.8094441944632398,0,3,1,3,0.9790312757012143,labor_stress,-41.118691325901274,-108.43793411478242,high,broad_and_confirmed,False,0.8636822486464234,0,contraction,1.0,1.0,0.23529411764705882,0,0,4,,4,0,0.008279432162318466,0.0017097234492432765,0.0015501771862839267,0.00010540330805878716,0.19584908741810286,0.0672513122981373,0.7943213032332948,0.9309335609445607,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2020-03-01,2020-02-01,2020-02-01,2020-01-01,2020-02-01,2020-03-28,2020-03-21,persist17w
2020-04-10,0,2020-04-10,contraction,contraction,official,-0.8059183784412921,-1.80943189405039,0,3,1,3,0.978553154138577,labor_stress,-40.2811950047839,-107.49130009262527,high,broad_and_confirmed,False,0.8853429284713666,0,contraction,1.0,1.0,0.29411764705882354,0,0,4,,4,0,0.008278282825655679,0.0017260247098587135,0.0015512971946802835,9.06730458046559e-05,0.19598441246288456,0.056420186886484945,0.7941860075167794,0.9417631153578516,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2020-03-01,2020-02-01,2020-02-01,2020-01-01,2020-02-01,2020-04-04,2020-03-28,persist17w
2020-04-17,0,2020-04-17,contraction,contraction,official,-2.188152215407468,-2.866610640675714,2,3,1,3,0.816386785028114,labor_stress,-42.01939324492842,-112.76339401399122,high,broad_and_confirmed,False,0.9950713126041181,0,contraction,1.0,1.0,0.35294117647058826,0,0,4,,4,0,0.0005953684474499892,0.00010462506505575655,7.146741940387353e-06,2.702684311376358e-07,0.013551213774863067,0.002411896031197521,0.9858462710357466,0.9974832086353156,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2020-03-01,2020-02-01,2020-03-01,2020-01-01,2020-03-01,2020-04-11,2020-04-04,persist17w
2020-04-24,0,2020-04-24,contraction,contraction,official,-2.1770293864069776,-2.866610640675714,2,3,1,3,0.8067573665654255,labor_stress,-38.99260202264695,-103.5386667018826,high,broad_and_confirmed,False,0.994963699823192,0,contraction,1.0,1.0,0.4117647058823529,0,0,4,,4,0,0.0005951880130872027,0.00010461942464337263,7.304323630727079e-06,2.762975298499917e-07,0.013850010511979078,0.0024657022273174155,0.985547497151303,0.9974294020505095,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2020-03-01,2020-02-01,2020-03-01,2020-01-01,2020-03-01,2020-04-18,2020-04-11,persist17w
2020-05-01,0,2020-05-01,contraction,contraction,official,-2.6064907434049687,-3.7547000000000006,3,4,0,4,0.7553343659516766,labor_stress,-33.52773289604388,-87.02592120090605,high,broad_and_confirmed,False,0.9979116983855005,0,contraction,1.0,1.0,0.47058823529411764,0,0,4,,4,0,5.3867943300378724e-05,9.396748934394928e-06,8.160569881867909e-07,3.0446711049111233e-08,0.00592564929348846,0.001039437209427033,0.994019666706223,0.9989511355949275,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2020-03-01,2020-03-01,2020-03-01,2020-02-01,2020-03-01,2020-04-25,2020-04-18,persist17w
2020-05-08,0,2020-05-08,contraction,contraction,official,-3.369228793821383,-3.7547000000000006,4,4,0,4,0.6077785966831322,labor_stress,-28.933956033045916,-73.29860670294732,high,broad_and_confirmed,True,0.9995626718333998,0,contraction,1.0,1.0,0.5294117647058824,0,0,4,,4,0,5.100003744275451e-05,8.861642088381955e-06,7.692420096309339e-07,2.8485525043943625e-08,0.0012314634297738583,0.0002142190194934144,0.9987167672907737,0.9997768908528931,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2020-04-01,2020-03-01,2020-03-01,2020-02-01,2020-03-01,2020-05-02,2020-04-25,persist17w
2020-05-15,0,2020-05-15,contraction,contraction,official,-3.4092328245418146,-3.7547000000000006,4,4,0,4,0.45005939426600555,labor_stress,-25.17573804787779,-57.439627526085836,high,broad_and_confirmed,True,0.9995954540307367,0,contraction,1.0,1.0,0.5882352941176471,0,0,4,,4,0,5.100483934755409e-05,8.861781922864548e-06,7.692420059369186e-07,2.8481298378431303e-08,0.0011374245236103352,0.00019782785302100645,0.9988108013950362,0.9997932818837577,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2020-04-01,2020-03-01,2020-04-01,2020-02-01,2020-04-01,2020-05-09,2020-05-02,persist17w
2020-05-22,0,2020-05-22,contraction,contraction,official,-3.4092328245418146,-2.2528200000000003,4,4,0,4,0.4208457447521101,labor_stress,-22.21125083400986,57.49599550945834,high,broad_and_confirmed,True,0.9989712574285984,0,contraction,1.0,1.0,0.6470588235294118,0,0,4,,4,0,0.002386527207613727,0.00041544717417243255,2.7177264887522447e-06,1.0081897649690201e-07,0.0011347656892804893,0.0001977474040801681,0.9964759893766171,0.9993867046027708,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2020-04-01,2020-03-01,2020-04-01,2020-02-01,2020-04-01,2020-05-16,2020-05-09,persist17w
2020-05-29,0,2020-05-29,contraction,contraction,official,-3.7763,-2.2528200000000003,4,4,0,4,0.3397938454428816,labor_stress,-19.64861094451806,59.73631348938504,high,broad_and_confirmed,True,0.9990718108502453,0,contraction,1.0,1.0,0.7058823529411765,0,0,4,,4,0,0.002387934145130317,0.0004164321559040394,1.3107889721619875e-06,4.866922367367572e-08,0.0005473098038572566,9.527616872288592e-05,0.9970634452620403,0.9994882430061494,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2020-04-01,2020-04-01,2020-04-01,2020-03-01,2020-04-01,2020-05-23,2020-05-16,persist17w
2020-06-05,0,2020-06-05,contraction,contraction,official,-3.7763,-2.2528200000000003,4,4,0,4,0.33494757574122747,labor_stress,-17.528751241763725,63.05007911780807,high,broad_and_confirmed,True,0.9990718064607456,0,contraction,1.0,1.0,0.7647058823529411,0,0,4,,4,0,0.002387934145130317,0.0004164343484793771,1.3107889721619875e-06,4.8669431517410075e-08,0.0005473098038572566,9.527617286416786e-05,0.9970634452620403,0.9994882408092249,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2020-05-01,2020-04-01,2020-04-01,2020-03-01,2020-04-01,2020-05-30,2020-05-23,persist17w
2020-06-12,0,2020-06-12,contraction,contraction,official,-3.7763,-2.2528200000000003,4,4,0,4,0.3129899456541263,labor_stress,-15.795598356162635,72.79561802232897,high,broad_and_confirmed,True,0.9990718064505505,0,contraction,1.0,1.0,0.8235294117647058,0,0,4,,4,0,0.002387934145130317,0.0004164343535716683,1.3107889721619875e-06,4.8669432000308614e-08,0.0005473098038572566,9.527617287421952e-05,0.9970634452620403,0.9994882408041221,8.0,0,5.0,0,6.0,0,8.0,0,0.0,1,2020-05-01,2020-04-01,2020-04-01,2020-03-01,2020-04-01,2020-06-06,2020-05-30,persist17w
2020-06-19,0,2020-06-19,contraction,contraction,official,-3.7005463360837565,-0.7509400000000002,4,3,1,4,0.393022635495875,labor_stress,-14.247337301769628,68.67271761466661,high,broad_and_confirmed,True,0.9503898756047173,0,contraction,1.0,1.0,0.8823529411764706,0,0,4,,4,0,0.11351378326324688,0.024749445067072134,6.738402142887426e-05,3.0559217632307065e-06,0.0005652996457314129,0.00010817833937515144,0.8858535330695929,0.9751393206717894,4.0,0,6.0,0,7.0,0,4.0,0,0.0,1,2020-05-01,2020-04-01,2020-05-01,2020-03-01,2020-05-01,2020-06-13,2020-06-06,persist17w
2020-06-26,0,2020-06-26,contraction,contraction,official,-3.7763,-2.2528200000000003,4,4,0,4,0.3368922328453286,labor_stress,-13.153219901194358,56.684260567641054,high,broad_and_confirmed,True,0.9990718064505267,0,contraction,1.0,1.0,0.9411764705882353,0,0,4,,4,0,0.002387934145130317,0.0004164343535835226,1.3107889721619875e-06,4.866943200143285e-08,0.0005473098038572566,9.527617287424315e-05,0.9970634452620403,0.9994882408041103,5.0,0,7.0,0,4.0,0,5.0,0,0.0,1,2020-05-01,2020-05-01,2020-05-01,2020-04-01,2020-05-01,2020-06-20,2020-06-13,persist17w
2020-07-03,0,2020-07-03,contraction,contraction,official,-3.52818313001688,-0.75094,4,3,1,4,0.33806132703906266,labor_stress,-12.204903849035626,46.44914519195094,high,broad_and_confirmed,True,0.9503561547033108,0,contraction,1.0,1.0,1.0,0,0,4,,4,0,0.1134844383919623,0.02474355819193446,9.489962572036188e-05,4.3049363472597535e-06,0.0007961342119717485,0.00015242397647302917,0.8856245277703456,0.9750997128952452,6.0,0,3.0,0,5.0,0,6.0,0,0.0,1,2020-06-01,2020-05-01,2020-05-01,2020-04-01,2020-05-01,2020-06-27,2020-06-20,persist17w
2020-07-10,0,2020-07-10,contraction,contraction,official,-3.52818313001688,-0.75094,4,3,1,4,0.3233571064825787,labor_stress,-11.4092243499459,38.01059402632002,high,broad_and_confirmed,True,0.9503465182147404,0,contraction,1.0,1.0,1.0,0,0,4,,4,0,0.1134844383919623,0.024748376344282452,9.489962572036188e-05,4.305627687501135e-06,0.0007961342119717485,0.000152423469007198,0.8856245277703456,0.9750948945590229,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2020-06-01,2020-05-01,2020-05-01,2020-04-01,2020-05-01,2020-07-04,2020-06-27,persist17w
2020-07-17,0,2020-07-17,recovery,recovery,official,-3.469283230526309,2.2528200000000003,4,1,3,4,0.3601097154046792,labor_stress,-10.685342718879475,31.793631745981312,none,absent,True,0.6501754623940581,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.7095751314761491,0.8250331255676173,0.28945520205264624,0.17485766317355925,0.000968796869790876,0.00010903326881790663,8.696014137298016e-07,1.7799000551819132e-07,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2020-06-01,2020-05-01,2020-06-01,2020-04-01,2020-06-01,2020-07-11,2020-07-04,persist17w
2020-07-24,0,2020-07-24,recovery,recovery,official,-3.4689577040544366,2.2528200000000003,4,1,3,4,0.3487227838247941,labor_stress,-10.124527368563898,26.258004615270558,none,absent,True,0.8160988847354969,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.7854504087237835,0.9080198805143999,0.21383304355613736,0.09192099577890295,0.0007156920372685632,5.895061343956103e-05,8.556828107122616e-07,1.7309325763019027e-07,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2020-06-01,2020-05-01,2020-06-01,2020-04-01,2020-06-01,2020-07-18,2020-07-11,persist17w
2020-07-31,0,2020-07-31,recovery,recovery,official,-3.1258805673833905,3.7547000000000006,4,0,4,4,0.45042840559609965,labor_stress,-9.714792879697674,21.555537702238034,none,absent,True,0.9221677943238763,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.8653735954582336,0.9610835621903514,0.13461666768486044,0.03891576786647515,8.93655930524462e-06,5.151351866996122e-07,8.002976007504991e-07,1.548079868174278e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2020-06-01,2020-06-01,2020-06-01,2020-05-01,2020-06-01,2020-07-25,2020-07-18,persist17w
2020-08-07,0,2020-08-07,recovery,recovery,official,-3.0028935663414935,3.7547000000000006,4,0,4,4,0.45178077210234485,labor_stress,-9.261236895128334,18.019812996888845,none,absent,True,0.9698290564764517,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9328276208571157,0.9849143533484237,0.06716713550541392,0.015085296871972064,4.458906167642709e-06,2.057453448950843e-07,7.847313027632089e-07,1.4403425931737757e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2020-07-01,2020-06-01,2020-06-01,2020-05-01,2020-06-01,2020-08-01,2020-07-25,persist17w
2020-08-14,0,2020-08-14,recovery,recovery,official,-2.6858430610879402,3.7547000000000006,4,0,4,4,0.4744953747404548,labor_stress,-8.715934066099425,15.272538902666053,none,absent,True,0.9986073926576126,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9963216054388925,0.999303613973913,0.00367685440444055,0.0006962213163003841,7.700783334462836e-07,3.0569501159883654e-08,7.700783334462836e-07,1.341402855622325e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2020-07-01,2020-06-01,2020-07-01,2020-05-01,2020-07-01,2020-08-08,2020-08-01,persist17w
2020-08-21,0,2020-08-21,recovery,recovery,official,-2.6795367895270052,3.7547000000000006,4,0,4,4,0.461094455271228,labor_stress,-8.232178781019794,13.434238158768359,none,absent,True,0.9986984273283903,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9962753900431524,0.9993491323086461,0.0037230697788445235,0.0006507049802557273,7.700890015842905e-07,2.8635794388514964e-08,7.700890015842905e-07,1.3407530380055842e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2020-07-01,2020-06-01,2020-07-01,2020-05-01,2020-07-01,2020-08-15,2020-08-08,persist17w
2020-08-28,0,2020-08-28,recovery,recovery,official,-2.092991934900438,3.7547000000000006,3,0,4,3,0.5055903384484106,labor_stress,-7.63078413670365,12.38982794949075,none,absent,True,0.9957965799406051,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9881470004949817,0.9978982074913246,0.011851440779015903,0.002101627550719473,7.867606975847119e-07,2.963968116986625e-08,7.719653048435455e-07,1.353182747264796e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2020-07-01,2020-07-01,2020-07-01,2020-06-01,2020-07-01,2020-08-22,2020-08-15,persist17w
2020-09-04,0,2020-09-04,recovery,recovery,official,-2.0064349202358533,3.7547000000000006,3,0,4,3,0.5023527403253477,labor_stress,-7.095715874721136,11.672580173710722,none,absent,True,0.9949988944106866,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9859527129759076,0.9974993617518854,0.01404558213312394,0.002500467341198781,9.32419290033152e-07,3.5250747366469716e-08,7.724716783800352e-07,1.3565616861431581e-07,7.0,0,3.0,0,5.0,0,7.0,0,0.0,1,2020-08-01,2020-07-01,2020-07-01,2020-06-01,2020-07-01,2020-08-29,2020-08-22,persist17w
2020-09-11,0,2020-09-11,recovery,recovery,official,-2.0012514702638535,3.7547000000000006,3,0,4,3,0.49120849586857723,labor_stress,-6.761310018833201,10.541465301627344,none,absent,True,0.9949463931164171,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9858092788554423,0.9974731109091981,0.014189006699215492,0.002526717792781056,9.419405637561555e-07,3.561971199081142e-08,7.725047785285809e-07,1.3567830906542992e-07,8.0,0,4.0,0,6.0,0,8.0,0,0.0,1,2020-08-01,2020-07-01,2020-07-01,2020-06-01,2020-07-01,2020-09-05,2020-08-29,persist17w
2020-09-18,0,2020-09-18,recovery,recovery,official,-1.9168636198801827,3.7547000000000006,3,0,4,3,0.496924361208152,labor_stress,-6.335243793426599,10.089995217740123,none,absent,True,0.9940097794286792,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9832606789014872,0.9970048005782909,0.016737436886892214,0.0029950211496117254,1.1111187041686298e-06,4.219980309501728e-08,7.730929163913557e-07,1.360722941189943e-07,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2020-08-01,2020-07-01,2020-08-01,2020-06-01,2020-08-01,2020-09-12,2020-09-05,persist17w
2020-09-25,0,2020-09-25,recovery,recovery,official,-1.9145047773952577,3.7547000000000006,3,0,4,3,0.48359427033258795,labor_stress,-5.997992160916429,9.852834521114627,none,absent,True,0.9939816867669117,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9831833214069081,0.996990754142498,0.016814789228566177,0.003009067375586322,1.116253757655373e-06,4.23976868224208e-08,7.731107681030223e-07,1.3608422878777973e-07,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2020-08-01,2020-07-01,2020-08-01,2020-06-01,2020-08-01,2020-09-19,2020-09-12,persist17w
2020-10-02,0,2020-10-02,recovery,recovery,official,-1.624464893795065,3.7547000000000006,3,0,4,3,0.48431280519869946,labor_stress,-5.760516434676771,9.20898395737789,none,absent,True,0.9876039492602627,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9664335818756579,0.9938018609367285,0.03356352530286272,0.006197911676465803,2.072672149814666e-06,8.09720469128321e-08,8.201493296345334e-07,1.4641475865339394e-07,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2020-09-01,2020-08-01,2020-08-01,2020-07-01,2020-08-01,2020-09-26,2020-09-19,persist17w
2020-10-09,0,2020-10-09,recovery,recovery,official,-1.6227971610520044,3.7547000000000006,3,0,4,3,0.4718303976585893,labor_stress,-5.477830925828928,8.441264259715615,none,absent,True,0.9875610614557658,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9663258617052091,0.993780416887847,0.033671238809332635,0.006219355432081174,2.079323858269143e-06,8.124979000144208e-08,8.201616000638921e-07,1.4643028177894625e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2020-09-01,2020-08-01,2020-08-01,2020-07-01,2020-08-01,2020-10-03,2020-09-26,persist17w
2020-10-16,0,2020-10-16,recovery,recovery,official,-1.5352235030116237,3.1390432025072585,3,0,4,3,0.4510488151887187,labor_stress,-5.250051852012166,7.750958930479393,none,absent,True,0.9851136784429946,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9601678901839341,0.9925565304326728,0.039819381715996235,0.007442851989678161,1.190723635452615e-05,4.702564459665392e-07,8.208637151526901e-07,1.4732120302199066e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2020-09-01,2020-08-01,2020-09-01,2020-07-01,2020-09-01,2020-10-10,2020-10-03,persist17w
2020-10-23,0,2020-10-23,recovery,recovery,official,-1.5347654191372633,3.1390432025072585,3,0,4,3,0.42067046662148233,labor_stress,-4.638039278894587,7.794848196627277,none,absent,True,0.9850993425928056,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9601330459458416,0.9925493622811742,0.03985421553372172,0.007450019688368503,1.1917652751841057e-05,4.707041954755121e-07,8.208676848444662e-07,1.4732626185759659e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2020-09-01,2020-08-01,2020-09-01,2020-07-01,2020-09-01,2020-10-17,2020-10-10,persist17w
2020-10-30,0,2020-10-30,recovery,recovery,official,-1.2848522026493239,3.1390432025072585,3,0,4,3,0.44956315358106513,labor_stress,-4.191336989915289,7.571918303605159,none,absent,True,0.974961397275437,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.93611695554373,0.9874802296843149,0.06386312378780089,0.012518832408877953,1.909706470842126e-05,7.870408677482434e-07,8.236037606429262e-07,1.5086593935531202e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2020-09-01,2020-09-01,2020-09-01,2020-08-01,2020-09-01,2020-10-24,2020-10-17,persist17w
2020-11-06,0,2020-11-06,recovery,recovery,official,-1.2458925534573277,3.1390432025072585,3,0,4,3,0.43940382296656266,labor_stress,-3.8696939070556198,7.565328636833454,none,absent,True,0.9728275797243132,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9313256197053943,0.9864132874275827,0.06865302674998215,0.013585707703269475,2.0529395001561532e-05,8.532842990683138e-07,8.241496220970628e-07,1.5158484878599448e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2020-10-01,2020-09-01,2020-09-01,2020-08-01,2020-09-01,2020-10-31,2020-10-24,persist17w
2020-11-13,0,2020-11-13,recovery,recovery,official,-1.1826211243898137,3.1390432025072585,3,0,4,3,0.41401580056761805,labor_stress,-3.476466016334191,7.470288618343406,none,absent,True,0.9692330280887123,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.9228308321177914,0.9846159545460943,0.07714527392318211,0.015382926457381985,2.3068841620636657e-05,9.661154244241174e-07,8.251174058762851e-07,1.528810992931612e-07,8.0,0,5.0,0,6.0,0,8.0,0,0.0,1,2020-10-01,2020-09-01,2020-09-01,2020-08-01,2020-09-01,2020-11-07,2020-10-31,persist17w
2020-11-20,0,2020-11-20,recovery,recovery,official,-0.9999644767471196,2.7883986578786413,3,0,4,3,0.4224695695040848,labor_stress,-3.187981342760628,7.344746602114993,none,absent,True,0.9545929337273915,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.892628851303808,0.9772946477327294,0.10729153378255134,0.022701714005337957,7.878635216308044e-05,3.4806875213073115e-06,8.28561477598651e-07,1.5757441124023272e-07,4.0,0,6.0,0,7.0,0,4.0,0,0.0,1,2020-10-01,2020-09-01,2020-10-01,2020-08-01,2020-10-01,2020-11-14,2020-11-07,persist17w
2020-11-27,0,2020-11-27,recovery,recovery,official,-0.7957469971477599,2.8365613083705083,2,0,4,2,0.4481872450738112,labor_stress,-2.99248708856188,7.25980870301441,none,absent,True,0.9283380429021594,0,recovery,0.15,0.15,0.0,0,0,4,,4,0,0.8470913491247608,0.9641665373210331,0.1528086330607051,0.035828494418873716,9.918406464218014e-05,4.803334236545147e-06,8.337498918451692e-07,1.6492585662877861e-07,5.0,0,7.0,0,4.0,0,5.0,0,0.0,1,2020-10-01,2020-10-01,2020-10-01,2020-09-01,2020-10-01,2020-11-21,2020-11-14,persist17w
